epsilon, alpha, beta, pop, dif1, dif2, difratio, blobsize, winner, time, converged
.01, 2.378761911392212, 1, 50, 17.0, 4.0, 4.25, 24.0, 3, 36, 1
.01, 2.15, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 9, 0
.01, 3.025, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 2, 0
.01, 2.5875, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 18, 0
.01, 2.80625, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 4, 0
.01, 2.696875, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 24, 0
.01, 2.7515625, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 5, 0
.01, 2.72421875, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 27, 0
.01, 2.737890625, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.7310546875, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 27, 0
.01, 2.73447265625, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 27, 0
.01, 2.736181640625, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 28, 0
.01, 2.7370361328125, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 28, 0
.01, 2.73746337890625, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 28, 0
.01, 2.737677001953125, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.7375701904296874, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.7375167846679687, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.7374900817871093, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.7374767303466796, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 28, 0
.01, 2.7374834060668944, 1, 50, 18.0, 3.0, 6.0, 24.0, 1, 7, 0
.01, 2.737480068206787, 1, 50, 18.0, 3.0, 6.0, 24.0, 2, 28, 0
.01, 2.7374817371368407, 1, 50, 18.0, 3.0, 6.0, 24.0, 3, 28, 1
.01, 2.15, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 7, 0
.01, 3.025, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 17, 0
.01, 3.4625, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 2, 0
.01, 3.24375, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 3, 0
.01, 3.134375, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 20, 0
.01, 3.1890625, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 23, 0
.01, 3.21640625, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 4, 0
.01, 3.202734375, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 4, 0
.01, 3.1958984375, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 4, 0
.01, 3.19248046875, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 4, 0
.01, 3.190771484375, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.1899169921875, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.18948974609375, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.189276123046875, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.1891693115234374, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.1891159057617187, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 23, 0
.01, 3.189142608642578, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.1891292572021483, 1, 50, 19.0, 2.0, 9.5, 24.0, 2, 23, 0
.01, 3.189135932922363, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.1891325950622558, 1, 50, 19.0, 2.0, 9.5, 24.0, 1, 5, 0
.01, 3.189130926132202, 1, 50, 19.0, 2.0, 9.5, 24.0, 3, 5, 1
.01, 2.15, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 7, 0
.01, 3.025, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 11, 0
.01, 3.4625, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 15, 0
.01, 3.68125, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.571875, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 17, 0
.01, 3.6265625, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 19, 0
.01, 3.65390625, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.667578125, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.6744140625, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.67099609375, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.669287109375, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.6701416015625, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.66971435546875, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.669927978515625, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.6698211669921874, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.6697677612304687, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.669794464111328, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.6697811126708983, 1, 50, 20.0, 1.0, 20.0, 24.0, 1, 3, 0
.01, 3.6697744369506835, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.669777774810791, 1, 50, 20.0, 1.0, 20.0, 24.0, 2, 20, 0
.01, 3.6697794437408446, 1, 50, 20.0, 1.0, 20.0, 24.0, 3, 20, 1
